Date,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone,AT,AQI,AQI_Standard
2020-11-02,14.16,31.2,52.02,23.14,6.59,0.62,41.06,30.38,65.03,Satisfactory
2020-11-03,83.59,162.35,77.47,24.12,13.02,1.11,79.51,30.38,178.63,Moderately Polluted
2020-11-04,97.47,202.77,111.82,25.59,18.79,1.31,70.38,30.38,224.9,Poor
2020-11-05,92.73,196.62,133.26,22.12,15.08,1.36,68.97,30.38,209.1,Poor
2020-11-06,108.99,224.07,136.29,20.68,16.18,2.04,59.4,30.38,263.3,Poor
2020-11-07,101.68,202.61,119.49,30.53,25.91,1.72,51.85,30.38,238.93,Poor
2020-11-08,84.12,166.62,89.95,32.6,17.79,1.3,44.56,30.38,180.4,Moderately Polluted
2020-11-09,64.07,124.95,80.54,25.63,15.57,1.33,28.57,30.38,116.63,Moderately Polluted
2020-11-10,55.18,108.93,61.95,25.92,11.49,1.14,40.81,30.38,105.95,Moderately Polluted
2020-11-11,39.24,80.01,46.88,29.35,10.49,0.73,42.34,30.38,80.01,Satisfactory
2020-11-12,51.3,114.7,54.34,28.46,22.38,0.85,33.49,30.38,109.8,Moderately Polluted
2020-11-13,50.96,109.96,53.53,30.46,21.15,0.83,45.06,30.38,106.64,Moderately Polluted
2020-11-14,62.73,127.48,51.66,29.3,15.69,0.96,56.44,30.38,118.32,Moderately Polluted
2020-11-15,95.56,174.5,47.03,29.6,13.04,0.88,47.64,30.38,218.53,Poor
2020-11-16,88.87,161.71,53.64,18.99,12.01,1.18,34.16,30.38,196.23,Moderately Polluted
2020-11-17,111.0,207.57,67.37,5.02,19.15,1.49,53.01,30.38,270.0,Poor
2020-11-18,96.15,176.83,61.85,9.7,16.82,1.0,56.37,30.38,220.5,Poor
2020-11-19,57.81,101.98,42.46,18.36,18.14,0.62,55.93,30.38,101.32,Moderately Polluted
2020-11-20,65.95,118.12,45.26,19.57,16.08,0.75,41.15,30.38,119.83,Moderately Polluted
2020-11-21,102.81,171.91,36.56,17.93,14.16,1.36,26.18,30.38,242.7,Poor
2020-11-22,77.27,133.35,35.56,18.91,13.3,0.85,42.06,30.38,157.57,Moderately Polluted
2020-11-23,80.07,151.91,45.31,17.88,14.19,1.2,46.92,30.38,166.9,Moderately Polluted
2020-11-24,90.79,168.1,49.07,13.67,16.92,1.12,34.35,30.38,202.63,Poor
2020-11-25,83.96,161.77,50.3,13.99,20.93,1.2,24.78,30.38,179.87,Moderately Polluted
2020-11-26,100.4,181.88,44.27,12.6,22.13,1.25,27.58,30.38,234.67,Poor
2020-11-27,69.38,134.69,33.83,20.99,20.8,0.63,28.28,30.38,131.27,Moderately Polluted
2020-11-28,73.76,144.2,37.36,16.38,21.38,0.95,47.54,30.38,145.87,Moderately Polluted
2020-11-29,94.29,185.89,46.37,14.87,15.85,1.17,44.17,30.38,214.3,Poor
2020-11-30,91.57,183.35,55.43,15.71,20.93,1.5,39.31,30.38,205.23,Poor
2020-12-01,122.74,233.01,59.7,17.37,15.86,1.7,44.96,30.38,302.11,Very poor
2020-12-02,136.83,256.51,63.98,13.72,21.53,1.73,34.03,30.38,312.95,Very poor
2020-12-03,149.3,266.77,66.78,13.94,20.72,1.68,47.53,30.38,322.54,Very poor
2020-12-04,140.97,260.83,67.57,9.91,17.58,1.71,35.59,30.38,316.13,Very poor
2020-12-05,117.78,216.76,55.15,10.4,18.97,1.01,35.69,30.38,292.6,Poor
2020-12-06,105.86,183.11,44.63,13.89,16.75,0.85,42.98,30.38,252.87,Poor
2020-12-07,86.47,153.63,48.36,13.94,13.55,1.41,38.37,30.38,188.23,Moderately Polluted
2020-12-08,152.25,251.42,47.07,20.27,10.57,1.36,26.53,30.38,324.81,Very poor
2020-12-09,139.58,237.69,41.08,10.21,9.9,1.18,25.25,30.38,315.06,Very poor
2020-12-10,134.02,225.79,43.89,3.4,10.67,1.38,30.84,30.38,310.78,Very poor
2020-12-11,118.22,202.91,33.52,5.65,9.48,1.02,25.68,30.38,294.07,Poor
2020-12-12,118.18,204.62,37.82,3.76,13.71,0.92,34.13,30.38,293.93,Poor
2020-12-13,117.07,210.41,49.43,6.85,9.53,1.29,34.01,30.38,290.23,Poor
2020-12-14,127.4,216.5,52.52,3.87,8.43,1.34,31.15,30.38,305.69,Very poor
2020-12-15,109.36,187.74,48.94,4.21,11.71,1.23,36.98,30.38,264.53,Poor
2020-12-16,99.43,188.8,51.72,4.6,20.03,1.05,33.46,30.38,231.43,Poor
2020-12-17,114.95,212.14,64.19,3.06,16.25,1.45,35.3,30.38,283.17,Poor
2020-12-18,106.05,204.68,53.56,3.86,19.65,1.01,44.16,30.38,253.5,Poor
2020-12-19,96.66,182.57,40.99,4.27,15.12,0.73,62.53,30.38,222.2,Poor
2020-12-20,120.48,215.78,38.88,3.51,13.77,0.84,60.07,30.38,300.37,Very poor
2020-12-21,150.58,268.24,56.6,1.72,15.41,1.46,41.96,30.38,323.52,Very poor
2020-12-22,175.67,297.63,59.14,1.52,17.84,1.42,40.02,30.38,342.82,Very poor
2020-12-23,149.66,259.94,70.02,2.76,14.58,1.85,36.09,30.38,322.82,Very poor
2020-12-24,138.33,252.59,67.28,2.62,14.14,1.84,37.41,30.38,314.1,Very poor
2020-12-25,141.32,263.26,65.55,2.55,14.89,1.47,40.07,30.38,316.4,Very poor
2020-12-26,137.9,243.92,56.85,2.43,15.3,1.32,45.25,30.38,313.77,Very poor
2020-12-27,138.26,262.68,61.5,2.55,14.44,1.29,50.7,30.38,314.05,Very poor
2020-12-28,155.48,283.64,73.7,1.99,13.68,1.94,48.32,30.38,327.29,Very poor
2020-12-29,230.83,379.81,114.26,2.79,19.71,2.67,47.05,30.38,385.25,Very poor
2020-12-30,146.86,253.86,83.95,8.09,13.49,1.42,38.38,30.38,320.66,Very poor
2020-12-31,120.03,229.64,82.6,12.74,22.61,1.13,36.93,30.38,300.02,Very poor
2021-01-01,118.81,234.86,71.75,15.61,20.63,1.3,47.12,30.38,296.03,Poor
2021-01-02,151.04,272.66,88.07,9.69,17.71,1.62,38.35,30.38,323.88,Very poor
2021-01-03,169.84,304.39,88.63,10.76,12.66,1.84,44.18,30.38,338.34,Very poor
2021-01-04,142.98,258.49,95.15,10.05,16.76,1.81,19.61,30.38,317.68,Very poor
2021-01-05,111.92,208.14,87.2,21.85,14.04,1.79,34.52,30.38,273.07,Poor
